|Catastro|ReferenciaCP|IdCliente|Producto|Fecha|TipoProducto|AltaCliente
304061|017 4808500070UN030B0UN|017 4808500070|6127269|N01|2020-06-03|Servicio principal|2020-03-21 00:00:00
28557|018 4800300037UN010C0DR|018 4800300037|6099660|N01|2020-03-03|Servicio principal|2020-01-16 00:00:00
288493|130 0801903039EAPBUN002|130 0801903039|6116809|N06|2020-05-03|Servicio sin cuota|2020-02-27 00:00:00
338580|008 4802003710E1030D0UN|008 4802003710|2018299|N06|2020-06-03|Servicio principal|2020-04-08 00:00:00
327927|004B3902000506UNPB0D0UN|004B3902000506|6118557|N06|2020-03-03|Servicio sin cuota|2020-03-02 00:00:00
134623|004 4802001360UN030D0UN|004 4802001360|6113071|N01|2020-06-03|Servicio principal|2020-02-26 00:00:00
330264|054 2006905160UN040C0UN|054 2006905160|6100466|N01|2020-05-03|Servicio principal|2020-01-18 00:00:00
202820|007 2090102105UN050D0UN|007 2090102105|6122605|N06|2020-05-03|Servicio principal|2020-03-15 00:00:00
202466|001 3120101805UN020C0UN|001 3120101805|4083930|N06|2020-05-03|Servicio sin cuota|2020-03-18 00:00:00
148381|010 4890200010UN02IZ0IZ|010 4890200010|6113957|N01|2020-04-03|Servicio sin cuota|2020-02-21 00:00:00
250795|001 4802002715UN070A0UN|001 4802002715|339848|N06|2020-05-03|Servicio principal|2020-04-22 00:00:00
37740|004 4809600089UNPBIZ0UN|004 4809600089|4217790|N06|2020-06-03|Servicio principal|2020-01-15 00:00:00
150596|005 0103601200UN040A0UN|005 0103601200|1811017|N01|2020-03-03|Servicio sin cuota|2020-02-27 00:00:00
336142|082 4802009340UNUNUNPOR|082 4802009340|2053266|N01|2020-06-03|Servicio principal|2020-01-31 00:00:00
203084|001 4808201030UNPBUN001|001 4808201030|6125321|N01|2020-04-03|Servicio principal|2020-03-15 00:00:00
231848|030 2004002702UN05DR0UN|030 2004002702|3467356|N06|2020-05-03|Servicio principal|2020-04-05 00:00:00
136172|044 0105901965UN03IZ0UN|044 0105901965|6113274|N01|2020-03-03|Servicio principal|2020-02-28 00:00:00
247819|004 4802009197UN070B0UN|004 4802009197|6114887|N01|2020-06-03|Servicio principal|2020-02-29 00:00:00
191712|004A4802100002UN030A0UN|004A4802100002|6122985|N06|2020-06-03|Servicio sin cuota|2020-04-19 00:00:00
271183|036 2006902570UN040C0UN|036 2006902570|2001707|N06|2020-04-03|Servicio principal|2020-02-21 00:00:00
200988|030 2007102360UNUNUN00A|030 2007102360|2246076|N06|2020-03-03|Servicio principal|2020-02-29 00:00:00
81190|068 4802009213UN010A0UN|068 4802009213|6105981|N01|2020-03-03|Servicio sin cuota|2020-01-29 00:00:00
194386|004 0105903050UN030B0UN|004 0105903050|325040|N06|2020-04-03|Servicio principal|2020-03-12 00:00:00
242894|013 0105902340UN02IZ0UN|013 0105902340|2284433|N06|2020-06-03|Servicio sin cuota|2020-04-25 00:00:00
309150|001 4802001760UN030C0UN|001 4802001760|6101814|N06|2020-04-03|Servicio principal|2020-01-29 00:00:00
9720|045 0105904715UNPBUN0UN|045 0105904715|2020498|N06|2020-04-03|Servicio principal|2020-01-16 00:00:00
308075|03023123200115UN030B0UN|3023123200115|6120896|N04|2020-05-03|Servicio principal|2020-03-08 00:00:00
252332|015 2005806003UN03UN0UN|015 2005806003|6105279|N06|2020-05-03|Servicio sin cuota|2020-01-30 00:00:00
61122|005 0105901100UNPBDR001|005 0105901100|6103486|N01|2020-06-03|Servicio principal|2020-01-23 00:00:00
10696|012 2006901515UN040B0UN|012 2006901515|4099350|N06|2020-04-03|Servicio principal|2020-01-29 00:00:00
83551|044 4802700053UN040D0UN|044 4802700053|6106290|N04|2020-06-03|Servicio principal|2020-02-01 00:00:00
178006|002 4802009147UN020B0UN|002 4802009147|6120018|N01|2020-04-03|Servicio sin cuota|2020-03-07 00:00:00
283276|072 0807301530E102UN001|072 0807301530|6097999|N04|2020-02-03|Servicio principal|2020-01-10 00:00:00
229471|007 4804400014UN04DR0UN|007 4804400014|6109785|N06|2020-03-03|Servicio principal|2020-02-08 00:00:00
220320|003 0103601527UNPB0B0UN|003 0103601527|6128305|N04|2020-06-03|Servicio principal|2020-05-16 00:00:00
106106|019 4802005640UNPBUN001|019 4802005640|6108900|N01|2020-03-03|Servicio principal|2020-02-13 00:00:00
248522|016 2006902800UN06UN003|016 2006902800|6135168|N01|2020-06-03|Servicio sin cuota|2020-04-30 00:00:00
223786|008 2004507108UN04IZ0UN|008 2004507108|6128867|N01|2020-06-03|Servicio sin cuota|2020-05-18 00:00:00
263826|045 2608900071E1030B0UN|045 2608900071|6099846|N04|2020-04-03|Servicio principal|2020-01-22 00:00:00
254036|033 4801900024UN02DR0UN|033 4801900024|6136307|N06|2020-06-03|Servicio principal|2020-04-26 00:00:00
282025|056 0801900426UN02UN002|056 0801900426|6096573|N06|2020-03-03|Servicio sin cuota|2020-02-02 00:00:00
147217|001 4802006695UN060C0UN|001 4802006695|6114949|N04|2020-05-03|Servicio principal|2020-02-23 00:00:00
188388|009 2608900804E2040E0UN|009 2608900804|6122209|N06|2020-04-03|Servicio sin cuota|2020-03-20 00:00:00
47760|019 2003201510UN030B0UN|019 2003201510|6101821|N06|2020-03-03|Servicio principal|2020-01-22 00:00:00
314621|027 3106000127UN010B0UN|027 3106000127|6109097|N01|2020-04-03|Servicio principal|2020-02-12 00:00:00
87163|001 3190400031UNPB0D0UN|001 3190400031|6103756|N06|2020-06-03|Servicio principal|2020-01-30 00:00:00
282022|013 0801900419UN02UN002|013 0801900419|1943842|N04|2020-05-03|Servicio principal|2020-01-04 00:00:00
200865|006 2006901525UN060C0UN|006 2006901525|6097127|N06|2020-02-03|Servicio principal|2020-01-05 00:00:00
144883|027 2006906120UN010A0UN|027 2006906120|94619|N06|2020-05-03|Servicio sin cuota|2020-02-23 00:00:00
118372|008 2007102193UN02DR0UN|008 2007102193|1817514|N04|2020-04-03|Servicio principal|2020-02-12 00:00:00
54137|005 4800300110UN030A0UN|005 4800300110|6102590|N04|2020-03-03|Servicio principal|2020-01-23 00:00:00
266615|023 4802001290UN020B0UN|023 4802001290|724031|N06|2020-06-03|Servicio principal|2020-03-24 00:00:00
171602|024 2007101370UN060D0UN|024 2007101370|6118902|N04|2020-04-03|Servicio principal|2020-03-05 00:00:00
256500|024 4802003375UN040D0UN|024 4802003375|6136704|N06|2020-05-03|Servicio principal|2020-04-25 00:00:00
156256|001 2001301120UN010A0UN|001 2001301120|6116391|N06|2020-06-03|Servicio principal|2020-02-27 00:00:00
21292|001 0105901900UN050C0UN|001 0105901900|6098810|N01|2020-02-03|Servicio sin cuota|2020-01-11 00:00:00
188410|015 3120100325UN160C0UN|015 3120100325|6070726|N04|2020-05-03|Servicio principal|2020-03-09 00:00:00
326681|003C3902000494UN020C0UN|003C3902000494|6109833|N06|2020-06-03|Servicio principal|2020-02-12 00:00:00
116489|049 2007902408UN050A0UN|049 2007902408|323851|N06|2020-03-03|Servicio principal|2020-02-08 00:00:00
243488|021 2006902580UN030A0UN|021 2006902580|678053|N06|2020-06-03|Servicio principal|2020-04-18 00:00:00
131297|052 3902000002UN02UN001|052 3902000002|4233095|N01|2020-05-03|Servicio principal|2020-02-16 00:00:00
198178|002 2090200115UN010D0UN|002 2090200115|6096493|N01|2020-02-03|Servicio sin cuota|2020-01-17 00:00:00
32535|003 4801700121UN05IZ0UN|003 4801700121|6100127|N04|2020-04-03|Servicio principal|2020-01-12 00:00:00
157629|030 4802003690UN13EX0IZ|030 4802003690|2227003|N06|2020-03-03|Servicio principal|2020-02-26 00:00:00
22372|003 4808200013UN02DR0UN|003 4808200013|6098560|N01|2020-03-03|Servicio sin cuota|2020-01-11 00:00:00
2647|019 2004503603UN030A0UN|019 2004503603|788727|N04|2020-05-03|Servicio principal|2020-01-24 00:00:00
306997|007 4801700011UNPBUN001|007 4801700011|6100370|N01|2020-02-03|Servicio principal|2020-01-29 00:00:00
107919|019 4802001041UN01DR0UN|019 4802001041|729031|N06|2020-06-03|Servicio principal|2020-02-06 00:00:00
215355|010 4806000006UNUNUNPOR|010 4806000006|1383959|N06|2020-05-03|Servicio principal|2020-03-24 00:00:00
165881|008 3102300204UN010A0UN|008 3102300204|6117927|N04|2020-06-03|Servicio principal|2020-02-29 00:00:00
27773|007 2007902513UNPBUN002|007 2007902513|6095566|N06|2020-05-03|Servicio principal|2020-01-17 00:00:00
242371|010 4800200078UN020A0UN|010 4800200078|76488|N04|2020-05-03|Servicio principal|2020-04-18 00:00:00
241235|016 4806900167UN01DR0UN|016 4806900167|495289|N06|2020-05-03|Servicio principal|2020-01-05 00:00:00
298712|007 0813601058UN03UN003|007 0813601058|6122352|N06|2020-04-03|Servicio sin cuota|2020-03-13 00:00:00
2889|001 2006902770UN05IZ0UN|001 2006902770|6093784|N06|2020-02-03|Servicio sin cuota|2020-01-24 00:00:00
188891|021 2007201110UNPBUN002|021 2007201110|6122062|N01|2020-05-03|Servicio sin cuota|2020-03-19 00:00:00
85230|010 2004001406UNPB0B0UN|010 2004001406|6103954|N01|2020-06-03|Servicio principal|2020-02-02 00:00:00
250419|005 4802005740UN03YN0UN|005 4802005740|6098401|N06|2020-04-03|Servicio principal|2020-01-10 00:00:00
100540|002 4890200810UN010A0UN|002 4890200810|3408469|N06|2020-05-03|Servicio principal|2020-02-06 00:00:00
82675|047 0105902192UN020C0UN|047 0105902192|6106166|N01|2020-06-03|Servicio sin cuota|2020-01-31 00:00:00
18042|002 4802006505UN020A0UN|002 4802006505|6098466|N04|2020-02-03|Servicio principal|2020-01-15 00:00:00
224526|004 0105904080UN010D0UN|004 0105904080|6129049|N01|2020-06-03|Servicio principal|2020-04-01 00:00:00
163879|018A2007501220UN020A0UN|018A2007501220|6117557|N06|2020-05-03|Servicio principal|2020-02-29 00:00:00
268785|060 4805400004UN050D0UN|060 4805400004|789130|N01|2020-04-03|Servicio principal|2020-02-15 00:00:00
197927|011 4801301560UN030C0UN|011 4801301560|22248|N06|2020-06-03|Servicio principal|2020-03-13 00:00:00
113126|018 3120102405UN01IZ0UN|018 3120102405|6110030|N06|2020-04-03|Servicio sin cuota|2020-02-07 00:00:00
119766|031 0105900390UN01DR0UN|031 0105900390|2143045|N06|2020-05-03|Servicio principal|2020-02-09 00:00:00
56039|009 2004505307UN040A0UN|009 2004505307|2011859|N06|2020-05-03|Servicio principal|2020-01-19 00:00:00
79619|011 4808400002DR04IZ0UN|011 4808400002|6105777|N06|2020-02-03|Servicio principal|2020-01-30 00:00:00
152814|046 4802900008UN030B0UN|046 4802900008|6115842|N06|2020-03-03|Servicio principal|2020-02-29 00:00:00
283104|028 0809602038E2EN0G0UN|028 0809602038|6097663|N06|2020-02-03|Servicio principal|2020-01-11 00:00:00
29629|028 4801500037UN100O0UN|028 4801500037|6099800|N04|2020-05-03|Servicio principal|2020-01-17 00:00:00
275280|032 4808200049UN04IZ0UN|032 4808200049|6140975|N04|2020-06-03|Servicio principal|2020-05-21 00:00:00
171780|076 0105902310UN06IZ0UN|076 0105902310|6118937|N01|2020-06-03|Servicio sin cuota|2020-03-05 00:00:00
34422|001 2008001620UN080B0UN|001 2008001620|6100351|N01|2020-05-03|Servicio sin cuota|2020-01-16 00:00:00
99866|005 3120101620UN100C0UN|005 3120101620|6108327|N06|2020-03-03|Servicio sin cuota|2020-02-07 00:00:00
331385|031 0801903798UN01UN003|031 0801903798|6048970|N04|2020-05-03|Servicio principal|2020-02-02 00:00:00
100262|015 4802700045UN040E0UN|015 4802700045|6108364|N01|2020-05-03|Servicio principal|2020-02-05 00:00:00
157439|006 4890200017UN05UN00C|006 4890200017|6116580|N01|2020-06-03|Servicio principal|2020-02-28 00:00:00
335446|247 0801901585UNPRUN002|247 0801901585|6100441|N01|2020-04-03|Servicio principal|2020-01-17 00:00:00
153306|058 4805400079UN01IZ0UN|058 4805400079|6115943|N06|2020-05-03|Servicio principal|2020-02-29 00:00:00
34629|038A4806900045UN020D0UN|038A4806900045|6100374|N04|2020-02-03|Servicio principal|2020-01-16 00:00:00
297643|072 0818707161UN02UN001|072 0818707161|6108118|N04|2020-04-03|Servicio principal|2020-02-22 00:00:00
121505|054 0105902095UN10DR0UN|054 0105902095|6111234|N06|2020-05-03|Servicio principal|2020-02-13 00:00:00
104087|009 0105900540UN03IZ0UN|009 0105900540|6108759|N04|2020-05-03|Servicio principal|2020-02-07 00:00:00
262727|008 4890201030UN030A0UN|008 4890201030|6136960|N06|2020-06-03|Servicio principal|2020-05-01 00:00:00
236975|019 4802005640UN050C0UN|019 4802005640|261052|N06|2020-05-03|Servicio principal|2020-04-09 00:00:00
339466|060 4800200067UN040A0UN|060 4800200067|4274336|N04|2020-04-03|Servicio principal|2020-01-22 00:00:00
151715|002 0105106340UNPBUN013|002 0105106340|6115518|N01|2020-04-03|Servicio principal|2020-03-20 00:00:00
287169|627 0801902374UN02UN002|627 0801902374|6110161|N06|2020-04-03|Servicio sin cuota|2020-02-08 00:00:00
25547|016 4804500019UN020C0UN|016 4804500019|6099350|N01|2020-06-03|Servicio sin cuota|2020-01-15 00:00:00
333394|025 3108600175UN040A0UN|025 3108600175|6119720|N06|2020-06-03|Servicio principal|2020-03-07 00:00:00
215351|006 2001801503UNPBUN001|006 2001801503|1653330|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
133677|009 4802007690UN040A0UN|009 4802007690|6112961|N06|2020-04-03|Servicio principal|2020-02-21 00:00:00
207986|073 4802009255UN030A0UN|073 4802009255|6126606|N06|2020-06-03|Servicio principal|2020-03-25 00:00:00
185387|017 4809600097UN020A0UN|017 4809600097|2358100|N04|2020-05-03|Servicio principal|2020-03-08 00:00:00
169629|007 3902000358IZ04IZ0UN|007 3902000358|6118561|N06|2020-04-03|Servicio principal|2020-03-11 00:00:00
74257|022 4804400007UNPBDR0UN|022 4804400007|6104884|N04|2020-03-03|Servicio principal|2020-02-05 00:00:00
164753|010 4802700136UN040B0UN|010 4802700136|6117697|N04|2020-04-03|Servicio principal|2020-02-29 00:00:00
72357|012 4809600116UN020D0UN|012 4809600116|6104856|N01|2020-02-03|Servicio sin cuota|2020-01-29 00:00:00
313699|003 4802009415UN010C0UN|003 4802009415|1506862|N01|2020-06-03|Servicio sin cuota|2020-03-12 00:00:00
330424|024 3108600159UN030A0UN|024 3108600159|6100939|N06|2020-05-03|Servicio principal|2020-01-24 00:00:00
270321|012 0105903860IZ010B0UN|012 0105903860|2186667|N06|2020-06-03|Servicio principal|2020-05-17 00:00:00
198653|002 2006900690UN050A0UN|002 2006900690|6124665|N04|2020-05-03|Servicio principal|2020-03-18 00:00:00
324422|001 4807700086UNPBUN0UN|001 4807700086|6134824|N06|2020-06-03|Servicio principal|2020-04-25 00:00:00
96499|005 2002703016UN040C0UN|005 2002703016|6107895|N04|2020-05-03|Servicio principal|2020-02-02 00:00:00
253861|002 0105900623UN01IZ0UN|002 0105900623|2015301|N06|2020-05-03|Servicio principal|2020-04-24 00:00:00
149540|035 4800300049UN050B0UN|035 4800300049|6115358|N06|2020-03-03|Servicio principal|2020-02-28 00:00:00
276885|017 2001301170UN020A0UN|017 2001301170|1979328|N06|2020-06-03|Servicio principal|2020-05-11 00:00:00
216170|000 4801700034UNUNUNPOR|000 4801700034|628796|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
255200|030 4802008130UN01DR0IZ|030 4802008130|6137383|N06|2020-05-03|Servicio principal|2020-04-30 00:00:00
64229|001 0105904810UN020B0UN|001 0105904810|6103859|N01|2020-04-03|Servicio sin cuota|2020-01-25 00:00:00
247299|001 4808900026UN03CN0UN|001 4808900026|6108833|N04|2020-05-03|Servicio principal|2020-02-08 00:00:00
65300|016B2001501110UN010A0UN|016B2001501110|122597|N06|2020-04-03|Servicio principal|2020-01-26 00:00:00
106847|002 2006402190UN040C0UN|002 2006402190|4154582|N01|2020-06-03|Servicio principal|2020-02-07 00:00:00
316193|009A4804400124UNUNUN0UN|009A4804400124|52219|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
294297|012 0827908504UN02UN001|012 0827908504|6097815|N06|2020-02-03|Servicio sin cuota|2020-01-09 00:00:00
46112|021 4801900024UN04IZ0UN|021 4801900024|6101496|N06|2020-06-03|Servicio principal|2020-01-19 00:00:00
323239|001 4801200019UN040C0UN|001 4801200019|6138560|N06|2020-06-03|Servicio principal|2020-05-23 00:00:00
28508|004 4800300068UN020B0UN|004 4800300068|6099657|N01|2020-04-03|Servicio principal|2020-01-16 00:00:00
190136|013 2005504260UN01IZ0UN|013 2005504260|6122626|N06|2020-05-03|Servicio principal|2020-03-11 00:00:00
120606|020 4801300340UN080D0UN|020 4801300340|6111104|N06|2020-04-03|Servicio principal|2020-02-12 00:00:00
42612|009 4808900055E103UN00A|009 4808900055|6101234|N06|2020-02-03|Servicio principal|2020-01-17 00:00:00
9986|011 2007902503UN020B0UN|011 2007902503|6097524|N04|2020-05-03|Servicio principal|2020-01-25 00:00:00
296883|052 0826603094E204UN002|052 0826603094|6109128|N04|2020-04-03|Servicio principal|2020-02-09 00:00:00
215466|021 2006403120UNPBUN001|021 2006403120|926956|N06|2020-05-03|Servicio principal|2020-03-24 00:00:00
40829|038 4802009213UN02IZ0UN|038 4802009213|6101058|N06|2020-06-03|Servicio principal|2020-01-16 00:00:00
53444|008 4808400109UN03DR0UN|008 4808400109|905714|N06|2020-06-03|Servicio principal|2020-01-22 00:00:00
312118|004 2006901720DR090B0UN|004 2006901720|6099995|N06|2020-02-03|Servicio principal|2020-01-16 00:00:00
12786|001 0105106050UN010H0UN|001 0105106050|6097880|N01|2020-02-03|Servicio principal|2020-01-16 00:00:00
139356|007 2004502117UN050D0UN|007 2004502117|2159590|N06|2020-04-03|Servicio principal|2020-02-19 00:00:00
320462|001C4802003225UN060C0UN|001C4802003225|556855|N04|2020-04-03|Servicio principal|2020-02-08 00:00:00
241089|015 2001901656UNPBUN001|015 2001901656|6095622|N06|2020-04-03|Servicio principal|2020-01-15 00:00:00
36372|002 4806900177UN030A0UN|002 4806900177|1573541|N06|2020-06-03|Servicio principal|2020-01-15 00:00:00
218428|006 4806500030UN030D0UN|006 4806500030|6127816|N01|2020-05-03|Servicio sin cuota|2020-03-29 00:00:00
120360|004 2090307019UNPB0C0UN|004 2090307019|6111000|N01|2020-04-03|Servicio principal|2020-02-14 00:00:00
303889|030 4803600059UN030B0UN|030 4803600059|331692|N06|2020-03-03|Servicio principal|2020-02-19 00:00:00
222534|020 4802004300UN060C0UN|020 4802004300|6102761|N06|2020-02-03|Servicio principal|2020-01-23 00:00:00
89850|004 2007401630UNPBUN001|004 2007401630|4251239|N01|2020-03-03|Servicio principal|2020-02-01 00:00:00
154289|015 2006904910UN060E0UN|015 2006904910|2342070|N06|2020-03-03|Servicio principal|2020-02-23 00:00:00
77589|005 4806000061UN050A0UN|005 4806000061|6105565|N04|2020-06-03|Servicio principal|2020-01-30 00:00:00
23149|021 2003901112UN04DR0UN|021 2003901112|3563795|N01|2020-04-03|Servicio sin cuota|2020-01-12 00:00:00
3970|003 0105106300UN030D0UN|003 0105106300|6095030|N06|2020-06-03|Servicio principal|2020-01-16 00:00:00
121411|004 4801500122UN050C0UN|004 4801500122|645829|N06|2020-04-03|Servicio principal|2020-02-12 00:00:00
85266|005 4802700139UN010E0UN|005 4802700139|6106465|N06|2020-05-03|Servicio principal|2020-02-02 00:00:00
213745|004 0105904744UN050A0UN|004 0105904744|2255946|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
132066|004 2004504801UN050D0UN|004 2004504801|6112509|N04|2020-03-03|Servicio principal|2020-02-19 00:00:00
205801|033 4809400023UN04IZ0UN|033 4809400023|6126116|N04|2020-06-03|Servicio principal|2020-03-19 00:00:00
319731|037 4802008860UN080B0UN|037 4802008860|6118580|N04|2020-05-03|Servicio principal|2020-03-06 00:00:00
55400|012 2008001150UN03DR0UN|012 2008001150|6102746|N01|2020-06-03|Servicio sin cuota|2020-01-22 00:00:00
179085|021 4802002270UN01IZ0UN|021 4802002270|4252176|N06|2020-05-03|Servicio principal|2020-03-08 00:00:00
290666|054 0807300780UN02UN001|054 0807300780|6115168|N06|2020-06-03|Servicio sin cuota|2020-03-04 00:00:00
75170|010 2607100187E2PB0A0UN|010 2607100187|6105275|N01|2020-04-03|Servicio principal|2020-02-07 00:00:00
304116|014 4804400165UN010C0UN|014 4804400165|1758090|N06|2020-05-03|Servicio principal|2020-05-02 00:00:00
16472|002 4891201090UN030E0UN|002 4891201090|6098263|N01|2020-06-03|Servicio principal|2020-01-05 00:00:00
272931|009 4802000020UN030A0UN|009 4802000020|946867|N06|2020-06-03|Servicio principal|2020-05-07 00:00:00
63474|009 2007901109UN010B0UN|009 2007901109|2096676|N06|2020-06-03|Servicio principal|2020-01-23 00:00:00
178532|013A4801100008UN030C0UN|013A4801100008|469266|N01|2020-04-03|Servicio sin cuota|2020-03-07 00:00:00
62146|007 0105902160UNPBUN001|007 0105902160|6103619|N01|2020-03-03|Servicio principal|2020-01-23 00:00:00
152860|020 4808400007UN020B0UN|020 4808400007|4230732|N06|2020-06-03|Servicio principal|2020-02-22 00:00:00
223889|009 4802002480UNUNUNPOR|009 4802002480|6128545|N06|2020-05-03|Servicio principal|2020-03-28 00:00:00
164469|008 4802002530UN030B0UN|008 4802002530|6117679|N06|2020-06-03|Servicio principal|2020-03-01 00:00:00
